,Customer ID,frequency,recency,T,monetary_value,p_not_alive,p_alive,predicted_purchases,actual30,error,expected_avg_sales_,predicted_clv,Labels
234,12580.0,1.0,330.0,576.0,415.7,0.10646330872113297,0.893536691278867,0.076590215846874,0.09090909090909091,0.014318875062216907,2038.3295669653558,2952.1761949693414,Medium
236,12582.0,3.0,339.0,577.0,381.09666666666664,0.1638522970065165,0.8361477029934835,0.14957073384727795,0.2654867256637168,0.11591599181643883,519.0682006045247,1390.8276583495501,Low
237,12583.0,30.0,731.0,733.0,450.9153333333333,0.0003993754087199264,0.9996006245912801,1.1570765680595234,1.231190150478796,0.07411358241927268,463.23171460717447,11621.988033867969,Low
238,12584.0,14.0,277.0,280.0,102.1657142857143,0.001307504265209647,0.9986924957347904,1.284831465886265,1.5162454873646207,0.23141402147835577,108.3931474645708,2855.8804405451733,Low
239,12585.0,3.0,117.0,351.0,239.98666666666668,0.4589593881156784,0.5410406118843216,0.14926203394168955,0.7692307692307692,0.6199687352890796,327.0300883704293,835.4904541313197,Low
240,12586.0,4.0,706.0,723.0,401.58,0.003509726912927391,0.9964902730870726,0.18314744791126963,0.16997167138810199,-0.013175776523167648,501.5803424540285,1977.5972798827756,Low
242,12588.0,3.0,558.0,597.0,203.35999999999999,0.010239678939946595,0.9897603210600534,0.171707314013658,0.16129032258064518,-0.010416991433012807,277.1844649270579,1002.6834329415045,Medium
243,12589.0,5.0,661.0,689.0,475.73400000000004,0.0064269552132666385,0.9935730447867334,0.23030825513904513,0.22692889561270801,-0.0033793595263371112,565.981745749687,2785.949687408235,Low
244,12590.0,3.0,416.0,606.0,3285.476666666667,0.09355728488205084,0.9064427151179492,0.1551466681487485,0.21634615384615385,0.061199485697405354,4471.670088567546,13247.06847384278,Low
245,12591.0,2.0,91.0,408.0,327.0,0.5300049691577793,0.46999503084222066,0.08431529229132148,0.6593406593406594,0.5750253670493379,543.7925845206997,778.7689868201263,Low
246,12592.0,2.0,427.0,519.0,218.8,0.03207249880206553,0.9679275011979345,0.14068329626674486,0.1405152224824356,-0.000168073784309275,364.11897863306484,1043.7694482394527,Low
247,12593.0,2.0,110.0,218.0,91.05,0.12064224472889906,0.8793577552711009,0.2634423686860938,0.5454545454545454,0.28201217676845164,151.98124155223894,778.8639937023181,Low
248,12594.0,14.0,609.0,646.0,349.3121428571429,0.012263623920759859,0.9877363760792401,0.617283890972068,0.6896551724137931,0.07237128144172511,370.4306790846621,4831.562955644858,Medium
250,12596.0,1.0,191.0,242.0,348.32,0.028797368182330918,0.9712026318176691,0.17361432902561696,0.15706806282722513,-0.016546266198391835,1708.691772204752,5933.595724523434,Low
251,12597.0,4.0,249.0,268.0,791.7449999999999,0.009398928892127567,0.9906010711078724,0.43027577791737937,0.48192771084337344,0.05165193292599407,988.6159789792607,8649.76449064637,Low
252,12598.0,12.0,639.0,648.0,315.44,0.0020921517454964844,0.9979078482545035,0.5380497970262013,0.5633802816901409,0.025330484663939612,337.92305340445813,3898.970397027396,Medium
253,12599.0,12.0,548.0,577.0,149.77,0.009433192431699267,0.9905668075683007,0.593075163724765,0.6569343065693432,0.06385914284457817,160.48928588840295,2006.462703389876,Low
254,12600.0,23.0,704.0,732.0,203.0386956521739,0.008587529177474185,0.9914124708225258,0.8881849667935413,0.9801136363636364,0.09192866957009505,210.35631888249335,3998.551452555091,Low
255,12601.0,6.0,215.0,404.0,94.92666666666666,0.415824664909873,0.584175335090127,0.2548356458994889,0.8372093023255813,0.5823736564260924,109.62002705557505,446.02598328650345,Low
258,12604.0,1.0,182.0,261.0,75.68,0.04779198561139231,0.9522080143886077,0.1603141372859705,0.16483516483516486,0.0045210275491943674,374.8768662455494,1192.633349382369,Low
259,12605.0,4.0,93.0,458.0,240.24,0.9078759808108661,0.09212401918913388,0.025496568750142414,1.2903225806451615,1.264826011895019,300.182652766381,119.16175708450794,Low
263,12609.0,8.0,641.0,719.0,385.90749999999997,0.025841026095398623,0.9741589739046014,0.3288451924415084,0.374414976599064,0.04556978415755558,428.655335559232,2934.9690574988003,Low
264,12610.0,6.0,104.0,126.0,185.20666666666668,0.023339396515283717,0.9766606034847163,1.0447227681840792,1.7307692307692308,0.6860464625851517,213.70106570370456,4438.599617030518,Low
267,12613.0,10.0,694.0,725.0,524.071,0.007625443789419983,0.99237455621058,0.4077146029312568,0.4322766570605187,0.024562054129261934,569.4726033507901,4971.706786419919,Low
269,12615.0,9.0,736.0,738.0,618.9811111111111,0.0003866042710934936,0.9996133957289065,0.3667554699286293,0.36684782608695654,9.235615832725586e-05,679.1201006121508,5400.285651311194,Low
270,12616.0,6.0,303.0,388.0,104.59166666666668,0.06290084213250036,0.9370991578674996,0.42320732201752576,0.594059405940594,0.17085208392306828,120.76250865209892,1007.7998835342821,Low
273,12619.0,12.0,544.0,560.0,267.9008333333333,0.0046070379340773515,0.9953929620659226,0.6121522650518486,0.661764705882353,0.04961244083050442,287.00826227606836,3720.937246229497,Low
274,12620.0,2.0,190.0,204.0,388.875,0.007711308696999097,0.9922886913030009,0.3127208467397843,0.3157894736842105,0.0030686269444262226,646.5403143201213,4073.601968887016,Low
275,12621.0,40.0,667.0,668.0,607.62175,0.00021362539174252237,0.9997863746082575,1.6683461001125957,1.7991004497751124,0.13075434966251676,619.9766689079855,22295.99305241933,Medium
277,12623.0,6.0,420.0,696.0,355.3533333333333,0.3218972108808478,0.6781027891191522,0.18243112359035946,0.42857142857142855,0.2461403049810691,409.85793089182744,1127.0070243991509,Medium
278,12624.0,1.0,71.0,177.0,341.19,0.1158442092032248,0.8841557907967752,0.20043032117191978,0.4225352112676056,0.22210489009568585,1673.8102424237618,6587.04116091894,Low
279,12625.0,4.0,385.0,596.0,1031.4225,0.1466567341279802,0.8533432658720198,0.18692985448481797,0.3116883116883117,0.12475845720349371,1287.8008975990147,4358.181571445184,Low
280,12626.0,12.0,303.0,326.0,441.02916666666664,0.012953342929839184,0.9870466570701608,0.969598001377168,1.188118811881188,0.21852081050402006,472.4299587033562,9367.38833793112,Low
281,12627.0,6.0,130.0,140.0,618.4183333333334,0.007538498783556502,0.9924615012164435,0.9892010295242232,1.3846153846153846,0.3954143550911614,713.1374881799333,14098.838817631622,Low
282,12628.0,3.0,60.0,64.0,145.32333333333335,0.0037496121509350555,0.996250387849065,0.8851771092082448,1.5,0.6148228907917552,198.2017428873293,3462.2043459470733,Low
283,12629.0,1.0,38.0,423.0,853.86,0.5535169507178583,0.44648304928214166,0.050249316955832374,0.7894736842105263,0.739224367254694,4181.904754740753,3822.0727632115486,Low
284,12630.0,1.0,34.0,43.0,569.09,0.00981935452626892,0.9901806454737311,0.5028838779304401,0.8823529411764706,0.37946906324603047,2788.747218172376,27538.312241212712,V_High
285,12631.0,5.0,636.0,693.0,542.818,0.014939853896481115,0.9850601461035189,0.22713154260458732,0.2358490566037736,0.008717513999186272,645.7599560898252,3096.415845264363,Low
286,12632.0,2.0,44.0,564.0,172.28,0.8794607845207825,0.1205392154792175,0.016268061572355254,1.3636363636363638,1.3473683020640086,286.8692915176048,79.71176259611725,Low
287,12633.0,9.0,467.0,525.0,375.4244444444445,0.026263794426982123,0.9737362055730179,0.4860413875702641,0.5781584582441114,0.09211707067384728,411.94537109944815,4114.8401784166535,Medium
288,12634.0,1.0,13.0,548.0,130.0,0.763395762048268,0.23660423795173202,0.021205770646826015,2.307692307692308,2.286486537045482,640.6222656429375,252.67005154095182,Low
289,12635.0,3.0,367.0,456.0,733.0266666666666,0.03908782412451495,0.960912175875485,0.2117451629302571,0.24523160762942778,0.03348644469917067,998.0135116281601,4262.42937710705,Low
291,12637.0,11.0,476.0,543.0,688.529090909091,0.03658944326458091,0.9634105567354191,0.561574278929127,0.6932773109243697,0.1317030319952427,742.3035713467273,8473.709522494957,Low
292,12638.0,1.0,606.0,639.0,671.69,0.007570189629034996,0.992429810370965,0.07746409154056397,0.04950495049504951,-0.02795914104551446,3290.6890071667067,5398.805001886944,Low
293,12639.0,2.0,389.0,627.0,529.395,0.11117127261395543,0.8888287273860446,0.10905008277741803,0.15424164524421594,0.04519156246679791,879.8835222621773,1798.779083193723,Low
294,12640.0,2.0,58.0,81.0,204.995,0.024810837330562996,0.975189162669437,0.5659008971976858,1.0344827586206897,0.46858186142300395,341.1948184733717,3816.6337462978577,Low
296,12642.0,2.0,82.0,107.0,323.40500000000003,0.023390037537826314,0.9766099624621737,0.4810861838955456,0.7317073170731707,0.25062113317762513,537.8228376337678,5126.977759763832,Low
297,12643.0,11.0,483.0,611.0,515.2454545454545,0.12449495170710478,0.8755050482928952,0.4590652861674845,0.6832298136645962,0.22416452749711174,555.5097523098195,4687.200257698929,Low
298,12644.0,5.0,565.0,694.0,228.72200000000004,0.04930207252319341,0.9506979274768066,0.21891997471613023,0.2654867256637168,0.046566750947586555,272.2280147178723,1199.070779499924,Low
299,12645.0,9.0,635.0,668.0,347.2722222222222,0.008809452761537107,0.9911905472384629,0.39834966167768815,0.4251968503937008,0.02684718871601266,381.0631847879652,3228.6710633832845,Low
300,12646.0,1.0,45.0,49.0,615.28,0.003964293618989312,0.9960357063810107,0.47918599878543244,0.6666666666666667,0.1874806678812343,3014.718867623137,28375.53978309397,Low
301,12647.0,37.0,673.0,695.0,440.52378378378376,0.008173296750149217,0.9918267032498508,1.479059509803533,1.6493313521545319,0.1702718423509988,450.2304793430169,14218.309975337352,Low
302,12648.0,4.0,547.0,701.0,222.8125,0.05887926231330043,0.9411207376866996,0.17793261804318133,0.21937842778793418,0.04144580974475284,278.4282320583639,984.2851076553716,Low
303,12649.0,8.0,589.0,696.0,241.55,0.04671935144233452,0.9532806485576655,0.3315110287175176,0.4074702886247878,0.0759592599072702,268.35621134018834,1796.4693423508834,Low
305,12651.0,4.0,131.0,465.0,66.575,0.7893218769511057,0.21067812304889436,0.05753907118057047,0.916030534351145,0.8584914631705746,83.39989722153591,70.55870530720787,Low
306,12652.0,2.0,112.0,434.0,457.265,0.4800289665741756,0.5199710334258244,0.0884278585193366,0.5357142857142857,0.4472864271949491,760.1066535683223,1122.1224417929466,Medium
307,12653.0,2.0,378.0,526.0,1104.925,0.06300737596804884,0.9369926240319512,0.13457632740653414,0.15873015873015872,0.024153831323624586,1835.5910120635685,4874.207574281162,Low
308,12654.0,3.0,285.0,295.0,145.12666666666667,0.004184740378434526,0.9958152596215655,0.3173838966400465,0.3157894736842105,-0.0015944229558360057,197.93409711165043,1286.4211912330215,Low
310,12656.0,11.0,545.0,562.0,488.7072727272727,0.004864070043092972,0.995135929956907,0.5625134982509231,0.6055045871559633,0.04299108890504022,526.9025021612171,6276.008506171148,Low
311,12657.0,2.0,67.0,78.0,266.81,0.010274547461988082,0.9897254525380119,0.5863860372373363,0.8955223880597015,0.30913635082236524,443.84291411056347,5143.066504563491,Low
316,12662.0,20.0,617.0,617.0,323.64050000000003,0.0,1.0,0.9149867604482066,0.9724473257698542,0.05746056532164756,337.09749144263014,6614.881702974237,Low
317,12663.0,2.0,44.0,668.0,25.125,0.9203768206793796,0.07962317932062034,0.009223203657443505,1.3636363636363638,1.3544131599789202,42.50820580230983,6.498507415280787,Low
318,12664.0,10.0,718.0,726.0,550.296,0.0016424748224667107,0.9983575251775333,0.4096547675620588,0.41782729805013924,0.00817253048808042,597.9643925091386,5295.084014046255,Low
319,12665.0,4.0,345.0,669.0,33.162499999999994,0.3368036700380854,0.6631963299619146,0.13084643230516294,0.34782608695652173,0.2169796546513588,41.69170144436642,82.98812138761181,Low
322,12668.0,11.0,670.0,677.0,874.9972727272726,0.0015262282806183247,0.9984737717193817,0.4770321112599986,0.4925373134328358,0.015505202172837185,943.3098783565443,9684.69585504752,Low
323,12669.0,2.0,106.0,256.0,235.715,0.19267775220521155,0.8073222477947885,0.21327439561776512,0.5660377358490566,0.35276334023129147,392.20750953499964,1591.509880075489,Low
324,12670.0,7.0,656.0,666.0,503.5414285714286,0.002209459124919766,0.9977905408750802,0.32032578052170607,0.3201219512195122,-0.00020382930219386974,568.2634320394959,3908.1502410567086,Low
326,12672.0,2.0,266.0,595.0,99.675,0.24835458777494945,0.7516454122250505,0.09668424897460755,0.22556390977443608,0.12887966079982854,166.30365237276436,271.13649922808867,Low
327,12673.0,2.0,396.0,401.0,305.26,0.0015963136590162463,0.9984036863409838,0.18179596885106464,0.15151515151515152,-0.03028081733591312,507.6918064061232,1920.9883231195136,Low
328,12674.0,6.0,196.0,207.0,222.095,0.006398235097557103,0.9936017649024429,0.7466955967023611,0.9183673469387755,0.17167175023641446,256.228492014424,3865.180469013053,Low
330,12676.0,8.0,459.0,483.0,284.8825,0.008101363601789813,0.9918986363982102,0.4787999382209872,0.5228758169934641,0.04407587877247687,316.4739870028433,3168.3800597128143,Medium
331,12677.0,2.0,177.0,732.0,197.55,0.6136198110958362,0.38638018890416387,0.04116685434383809,0.3389830508474576,0.2978161965036195,328.8318795100312,185.0801539724046,Low
332,12678.0,19.0,659.0,701.0,1669.5173684210524,0.015666259529041993,0.984333740470958,0.7635114571093752,0.8649468892261001,0.1014354321167249,1742.532925520632,28098.17000501199,Low
333,12679.0,7.0,231.0,283.0,37.80142857142857,0.04386068359674722,0.9561393164032528,0.6440545853396076,0.9090909090909092,0.2650363237513016,42.80137986890436,549.6353117679794,Low
334,12680.0,3.0,113.0,113.0,189.67666666666665,0.0,1.0,0.6439463209577977,0.7964601769911505,0.15251385603335277,258.5626698565228,3315.449280121859,Low
335,12681.0,52.0,712.0,726.0,568.0234615384616,0.0045307313533573534,0.9954692686466426,1.99188997420059,2.191011235955056,0.19912126175446598,576.8676829458896,24739.729214920546,Low
336,12682.0,48.0,735.0,738.0,489.98979166666663,0.000628866268401862,0.9993711337315981,1.8207163811611697,1.959183673469388,0.1384672923082182,498.268256132991,19674.63780627155,Low
337,12683.0,22.0,722.0,726.0,552.7409090909091,0.0008220039856707828,0.9991779960143292,0.8640827283989083,0.9141274238227147,0.05004469542380641,573.5245328927355,10730.392447099739,Low
338,12684.0,6.0,206.0,213.0,299.0883333333333,0.003762611387956083,0.9962373886120439,0.7325434350142573,0.8737864077669903,0.141242972752733,344.99174082163466,5117.172964440812,Low
339,12685.0,5.0,65.0,93.0,462.76800000000003,0.041103134081158954,0.958896865918841,1.0583877163047035,2.307692307692308,1.2493045913876044,550.5622079274009,11539.358668207567,Low
343,12689.0,1.0,102.0,127.0,736.5799999999999,0.019441208677057786,0.9805587913229422,0.2800874287414336,0.29411764705882354,0.01403021831738993,3608.1451737148745,20048.22412788892,Low
345,12691.0,6.0,392.0,420.0,172.63333333333333,0.01065670351667014,0.9893432964833299,0.41736687571230174,0.45918367346938777,0.04181679775708602,199.2056559495787,1721.3006059521542,Low
347,12693.0,10.0,402.0,522.0,106.107,0.13210776267115243,0.8678922373288476,0.47969441082690895,0.746268656716418,0.266574245889509,115.38138642876957,1017.7499826683584,Low
348,12694.0,3.0,351.0,421.0,288.59,0.030339944082266035,0.969660055917734,0.2290362662074458,0.25641025641025644,0.027373990202810644,393.17488591573306,1827.6558819366546,Low
349,12695.0,6.0,658.0,665.0,152.24333333333334,0.0015135182074134113,0.9984864817925866,0.28001721268749247,0.2735562310030395,-0.006460981684452971,175.69865131914716,1057.129949156393,Low
350,12696.0,2.0,248.0,682.0,425.955,0.3739945719891097,0.6260054280108903,0.0711564233349281,0.24193548387096775,0.17077906053603964,708.1142265781019,768.0447593244036,Low
351,12697.0,4.0,148.0,169.0,137.13,0.015344507866013601,0.9846554921339864,0.6082981306757793,0.8108108108108109,0.20251268013503154,171.4723776722113,2087.2900020069537,Low
354,12700.0,3.0,208.0,215.0,1270.52,0.0035953998326044845,0.9964046001673955,0.4081360692999985,0.4326923076923077,0.024556238392309193,1729.4939529274636,14285.621940807929,Low
355,12701.0,5.0,554.0,633.0,379.81800000000004,0.02584035691444475,0.9741596430855552,0.243900677730758,0.27075812274368233,0.026857445012924336,451.91569687089753,2282.008673328106,Low
357,12703.0,5.0,620.0,684.0,66.92999999999999,0.01762572097727566,0.9823742790227243,0.22923060935226974,0.24193548387096775,0.012704874518698006,79.8203436286161,384.5098781585273,Low
358,12704.0,6.0,162.0,169.0,315.2133333333333,0.004408037004212106,0.9955919629957879,0.8694930897921748,1.1111111111111112,0.2416180213189364,363.5817579705169,6354.000872052432,Low
359,12705.0,18.0,721.0,736.0,644.1944444444445,0.0034693679065905814,0.9965306320934094,0.7019669053791285,0.7489597780859917,0.04699287270686314,674.039372766506,10210.547002417876,Low
362,12708.0,28.0,692.0,721.0,175.45321428571427,0.010299044697563153,0.9897009553024368,1.0876460383808613,1.2138728323699421,0.12622679398908088,180.61916566998622,4189.670027790488,Low
363,12709.0,49.0,727.0,730.0,584.715306122449,0.0006366092741227902,0.9993633907258772,1.8766594670037493,2.0220082530949104,0.1453487860911611,594.3854394308999,24173.031455109525,Low
364,12710.0,3.0,105.0,201.0,137.20333333333335,0.13607567283991262,0.8639243271600874,0.37246524106772444,0.8571428571428571,0.48467761607513266,187.15114781014938,1353.6344203514363,Low
365,12711.0,1.0,65.0,676.0,789.75,0.6598100648639447,0.3401899351360554,0.0252292881337602,0.46153846153846156,0.4363091734047014,3868.2645199217804,1537.1481218746148,Low
366,12712.0,27.0,708.0,730.0,246.142962962963,0.0064811232207233616,0.9935188767792766,1.0420586491605488,1.1440677966101696,0.10200914744962075,253.65227136443013,5674.803788450696,Low
